OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
918,2021,CA,BLM,CDD,OLD WOMAN 2,00009764,2021/06/20 00:00:00+00,2021/06/20 00:00:00+00,1,8,1,25.38194,{57375A21-700E-4948-B428-E403558FEE22},,{57375A21-700E-4948-B428-E403558FEE22},,,2020,151781.4609375,1402.70634168335
919,2021,CA,BLM,CDD,OWENS,00007393,2021/05/01 00:00:00+00,2021/05/01 00:00:00+00,9,4,1,1390.015,{5772D343-40DD-45A9-8F88-7ABDD560A165},,{5772D343-40DD-45A9-8F88-7ABDD560A165},,,2020,8548232.640625,30887.3185703978
920,2021,CA,BLM,CND,PEAK,00002374,2021/07/20 00:00:00+00,2021/07/31 00:00:00+00,14,7,1,2096.645,{8AA7C284-8414-4FB2-B720-562A4C25EBA1},,{8AA7C284-8414-4FB2-B720-562A4C25EBA1},,,2020,12804983.9414062,27703.3344561708
921,2021,CA,BLM,CDD,POLELINE,00010571,2021/07/05 00:00:00+00,2021/07/05 00:00:00+00,14,6,1,83.93266,{7C02733B-8074-4504-9B85-C402839D0362},,{7C02733B-8074-4504-9B85-C402839D0362},,,2020,511229.484375,3115.31543785118
922,2021,CA,BLM,NOD,R-1 ROCK,00002448,2021/05/14 00:00:00+00,2021/05/18 00:00:00+00,1,1,1,12.32582,{FB0C277B-83B8-40CF-AC78-1BA28C2B2C29},,{FB0C277B-83B8-40CF-AC78-1BA28C2B2C29},,,2020,87600.671875,1675.7040502342
923,2021,CA,BLM,NOD,R-1 RYE,00003631,2021/07/01 00:00:00+00,2021/07/01 00:00:00+00,1,1,1,64.69015,{F9647BA9-3791-49F9-8AB3-BE47549C35FA},,{F9647BA9-3791-49F9-8AB3-BE47549C35FA},,,2020,455782.8515625,3945.92865192042
924,2021,CA,BLM,CDD,SCENIC,00009987,2021/06/25 00:00:00+00,2021/06/28 00:00:00+00,14,7,1,80.03923,{36A61385-71FC-4A2F-94E9-D660826C5F1A},,{36A61385-71FC-4A2F-94E9-D660826C5F1A},,,2020,467968.44921875,2540.77758117696
925,2021,CA,BLM,CDD,WILLOW,00006676,2021/04/17 00:00:00+00,2021/04/29 00:00:00+00,14,7,1,31.76766,{4E974CB6-C9E7-49F6-84B4-0887060B2E4E},,{4E974CB6-C9E7-49F6-84B4-0887060B2E4E},,,2020,195872.3515625,4721.14744379041
926,2021,CA,BLM,CDD,BACKUS,00006791,2021/04/18 00:00:00+00,2021/04/19 00:00:00+00,14,7,1,26.61396,{C884DB77-9D51-4B2A-9A4F-847347B41355},,{C884DB77-9D51-4B2A-9A4F-847347B41355},,,2020,160721.03515625,3074.9055033264
927,2021,CA,CCO,KRN,WOLF,00003139,2021/01/19 00:00:00+00,2021/01/20 00:00:00+00,14,4,1,674.1259,,,{7BEC06E6-A083-4ADF-9D19-468CB9E334DB},,,2020,4074735.62890625,15512.5877966326
928,2021,CA,BIA,TIA,NETTLE ,00001624,2021/06/18 00:00:00+00,2021/07/16 00:00:00+00,14,3,1,1265.746,,,{CBB8FC48-32C9-4523-9EE0-347E4D02EB29},,,2020,7843390.47265625,13774.5305182465
929,2021,CA,DOD,TNT,PORT,00004691,2021/06/27 00:00:00+00,,14,4,1,57.02632,,,,,,2020,372692.0546875,2852.65231659161
930,2021,CA,USF,HTF,PAN,00030408,2021/07/03 00:00:00+00,2021/07/09 00:00:00+00,1,8,1,38.7627,,,,,,2020,255887.18359375,3662.13886931974
931,2021,CA,CDF,TUU,MAIN,00000426,2021/07/03 00:00:00+00,2021/07/04 00:00:00+00,14,4,1,378.4724,,,{4A8C8637-C237-4F8D-B22F-F97876D76614},,,2020,2351430.65234375,8360.638592527
932,2021,CA,BIA,TIA,WINDY,00003058,2021/09/10 00:00:00+00,2021/11/11 00:00:00+00,1,7,1,97528.27,,,{ACD5C207-BB83-4419-977D-3F64778081A3},,,2020,603989861.054688,326999.085004287
933,2021,CA,CDF,MMU,RIVER,00014714,2021/07/11 00:00:00+00,2021/07/19 00:00:00+00,14,8,1,9655.188,,,{D3A00541-DBCB-4519-8B77-B9B4DFEDDD0B},,,2020,61910651.0195312,70479.3167254018
935,2021,CA,CDF,RRU,WESTWARD,00116399,2021/08/25 00:00:00+00,2021/08/26 00:00:00+00,14,6,1,88.36302,,,{F66BEC3B-2AC2-46BB-95DA-64E4B0117F03},,,2020,520486.6640625,4046.91438017124
936,2021,CA,CDF,HUU,MOUNTAIN,00007052,2021/07/23 00:00:00+00,2021/07/23 00:00:00+00,7,1,1,25.31992,,,{97DD9C97-8A6F-438A-83A3-273263045488},,,2020,174727.15234375,1928.9531962166
937,2021,CA,CDF,HUU,MOUNTAIN,00009332,2021/09/25 00:00:00+00,2021/09/25 00:00:00+00,10,1,1,19.0184,,,{D97FABF7-6379-4169-8BAD-2E833A71CBAB},,,2020,131720.2734375,2146.1303890187
938,2021,CA,CCO,KRN,PARK,02126710,2021/06/12 00:00:00+00,2021/06/12 00:00:00+00,10,1,1,2.092052,,,,,,2020,12587.01953125,671.972312255431
939,2021,CA,CCO,KRN,SCALES,02129454,2021/06/27 00:00:00+00,2021/06/27 00:00:00+00,10,1,1,3.222384,,,,,,2020,19528.5,683.49717634336
940,2021,CA,LRA,KRN,PRESERVE,02147683,2021/10/03 00:00:00+00,2021/10/03 00:00:00+00,14,1,1,10.0517,,,,,,2020,61757.99609375,1179.08864656128
941,2021,CA,CCO,KRN,HERMOSA,02143846,2021/09/12 00:00:00+00,2021/09/12 00:00:00+00,14,1,1,7.573153,,,,,,2020,46081.55078125,2815.83304237367
942,2021,CA,CCO,KRN,CALIENTE,02132329,2021/07/12 00:00:00+00,2021/07/12 00:00:00+00,6,1,1,18.59738,,,,,,2020,113191.6015625,10961.8723434369
943,2021,CA,CCO,VNC,YOSEMITE,00061618,2021/07/22 00:00:00+00,2021/07/23 00:00:00+00,14,1,1,1.366251,,,{8B13AA55-9F22-4BE4-83D3-4A8BE2AB2822},,,2020,8119.89453125,517.299725092275
944,2021,CA,CDF,FKU,KETTLE,00164112,2021/10/11 00:00:00+00,2021/10/11 00:00:00+00,14,1,1,92.35461,,,,,,2020,571369.98828125,4098.85630041879
946,2021,CA,USF,HTF,EAST FORK,00030385,2021/07/01 00:00:00+00,2021/07/11 00:00:00+00,1,3,1,1135.744, Overlap with Tamarack intentional,,,,,2020,7571123.55859375,24604.1449139197
947,2021,CA,CDF,MMU,MANZANITA,00001330,2021/01/19 00:00:00+00,2021/01/19 00:00:00+00,5,1,1,22.3779,,,{4EECA7C1-4938-4B46-936F-7C9698090D20},,,2020,143206.61328125,2317.68009870289
948,2021,CA,CDF,MEU,BROILER,00008559,2021/07/07 00:00:00+00,2021/07/08 00:00:00+00,2,5,1,69.5676,,,{899E1C47-7B99-422E-BE52-3DDD7033157D},,,2020,470225.4296875,4839.66641709743
949,2021,CA,CCO,LAC,PACIFICO,,2021/01/17 00:00:00+00,2021/01/17 00:00:00+00,15,7,1,2.883715,,,,,,2020,17045.55859375,769.721101577619
950,2021,CA,LRA,VNC,ERBES,00004124,2021/01/14 00:00:00+00,2021/01/15 00:00:00+00,14,8,1,27.63296,,,{3596CF8C-A5A4-44FB-90F2-75F7639717C1},,,2020,164004.98046875,2622.9066555368
951,2021,CA,LRA,VNC,COUNTRY,00035741,2021/04/29 00:00:00+00,2021/04/30 00:00:00+00,8,8,1,26.53975,,,{DCA86EEE-D1AB-4578-B01C-30ED22C6817B},,,2020,157269.921875,1911.35589601021
952,2021,CA,LRA,VNC,MADERA 2,00027506,2021/04/01 00:00:00+00,2021/04/01 00:00:00+00,2,4,1,14.21907,,,{EC3AD856-8A0A-4558-99D0-103003B761BD},,,2020,84508.24609375,1480.03350013294
953,2021,CA,USF,SMP,NEWTON,00000001,2021/01/08 00:00:00+00,2021/01/08 00:00:00+00,14,1,1,1.865689,,,{D22D5497-4072-4D5B-82E1-A04302266D13},,,2020,11034.1484375,782.094252013949
954,2021,CA,LRA,LDF,PEAK,00001026,2021/07/20 00:00:00+00,2021/07/20 00:00:00+00,10,7,1,1.283047,,,{561B9D97-7776-41F4-9CCF-7314209A8655},,,2020,7621.8359375,374.381935985392
955,2021,CA,CCO,LAC,ROCKY 3,00070396,2021/08/18 00:00:00+00,2021/08/18 00:00:00+00,14,4,1,2.237706,,,{7DDA650C-1CCF-43B8-B0D5-6FC6C532E903},,,2020,13293.8984375,486.862066528628
956,2021,CA,USF,SQF,BOYDEN 1,00000401,2021/03/03 00:00:00+00,2021/03/18 00:00:00+00,5,6,1,14.57344,,,{D7E40363-FBF7-48F9-89B1-949414CBE236},,,2020,92198.8125,1159.94633551739
957,2021,CA,USF,INF,GLACIER NORTH,00001732,2021/07/15 00:00:00+00,2021/08/20 00:00:00+00,1,6,1,37.2558,,,{021BB0CC-3981-4987-9F5B-BEED4DEC902E},,,2020,237742.98046875,2932.28463989156
958,2021,CA,CCO,KRN,Backus 2,02118345,2021/04/25 00:00:00+00,2021/04/25 00:00:00+00,14,1,1,2.897352,,,,,,2020,17495.64453125,777.921871904913
959,2021,CA,CDF,BTU,DIXIE,00009205,2021/07/14 00:00:00+00,2021/10/25 00:00:00+00,11,7,1,963405.4,Includes Evans -INC #00001358- and Fly -INC #00001273,,{E9DB628D-DFB7-4C85-BCD6-1254574D946B},,,2020,6692866164.60156,2010262.4482503
960,2021,CA,USF,KNF,RIVER COMPLEX,00006385,2021/07/31 00:00:00+00,2021/10/25 00:00:00+00,1,7,1,199354.1,"includes Haypress -INC #00006414-, Summer -INC #00006376-, and Cronan -INC #00006381-",RIVER COMPLEX,{0B29DF1A-7790-44CB-B735-ABDEAE0615CC},,,2020,1422803378.64062,1615527.51410939
961,2021,CA,CDF,RRU,COYOTE,00073166,2021/06/02 00:00:00+00,2021/06/06 00:00:00+00,9,1,1,42.75489,,,{A888B344-AA47-4E50-B5BA-22EF62063F00},,,2020,251915.83203125,3495.82756903938
962,2021,CA,CDF,BDU,DEVORE,00005483,2021/05/04 00:00:00+00,2021/05/04 00:00:00+00,9,1,1,13.80691,,,{F603E10D-4063-4285-B765-FC58B4A2838D},,,2020,82032.84375,2189.94448096519
963,2021,CA,USF,BDF,LONE,00010482,2021/07/04 00:00:00+00,2021/07/05 00:00:00+00,9,1,1,8.430901,,,{FA866633-5CE9-45B0-9248-BCB9B4ACBD68},,,2020,50106.65234375,1580.07895471457
964,2021,CA,USF,PNF,DOTTA,00001010,2021/06/30 00:00:00+00,2021/07/22 00:00:00+00,14,8,1,531.91,,BECKWOURTH COMPLEX,{057F3945-7D3E-4AF0-B9FE-6D55CC8ED16B},,00001064,2020,3664169.33203125,16139.4570402651
965,2021,CA,USF,PNF,GREENHORN,00000421,2021/04/13 00:00:00+00,2021/04/13 00:00:00+00,14,6,1,9.6,,,{99572C84-4133-4C63-A840-6719AB8ACE40},,,2020,66120.296875,1152.33330691357
966,2021,CA,USF,PNF,HARTMAN,00000997,2021/06/29 00:00:00+00,2021/07/14 00:00:00+00,14,6,1,53.54,,,{042758FE-012F-41EE-9887-B7D1F3A53EBB},,,2020,367371.80078125,2276.20732265744
967,2021,CA,FWS,TNR,MIGUEL 3,00000530,2021/01/07 00:00:00+00,2021/01/07 00:00:00+00,14,4,1,21.31999,NS1P,,,,,2020,122097.42578125,1645.44525529025
968,2021,CA,FWS,TNR,CAMPO,00000211,2021/01/20 00:00:00+00,2021/01/20 00:00:00+00,14,1,1,8.976994,NTF3,,{A531BCC5-0C52-4D31-A3FC-D9D99D4B6127},,,2020,51492.5625,1402.73120964831
969,2021,CA,FWS,TNR,MILLAR,00003090,2021/10/01 00:00:00+00,2021/10/01 00:00:00+00,11,4,1,0.4009637,PA3Q,,{D8856D95-6824-4F17-831A-44E99953C0F6},,,2020,2297.4765625,202.480726898066
970,2021,CA,FWS,PLR,TURKEY,00000556,2021/06/10 00:00:00+00,2021/06/11 00:00:00+00,14,1,1,171.3908,N2U1,,,,,2020,1059602.484375,9241.68367652657
971,2021,CA,FWS,SJR,RIVER,00000560,2021/06/14 00:00:00+00,2021/06/14 00:00:00+00,4,7,1,57.37954,N2W7,,,,,2020,371750.5546875,5596.12715629092
972,2021,CA,FWS,SJR,CASJR STRINGER,00000583,2021/06/17 00:00:00+00,2021/06/17 00:00:00+00,11,1,1,2.734319,N26L,,,,,2020,17696.94921875,1193.70841285801
973,2021,CA,FWS,SWR,68,00000002,2021/08/18 00:00:00+00,2021/08/18 00:00:00+00,9,4,1,219.7282,N8RS,,{6F166352-51E0-4D5C-965B-A642CCABFAC8},,,2020,1491105.30859375,11603.5143536116
974,2021,CA,FWS,SRR,DAIRY,00000569,2021/06/15 00:00:00+00,2021/06/23 00:00:00+00,18,4,1,161.2339,N2ZB.  ,,,,,2020,1116694.05078125,6686.92304123656
975,2021,CA,FWS,LKR,POINT,00001684,2021/08/20 00:00:00+00,2021/08/20 00:00:00+00,2,1,1,22.15831,N8S5,,{FE6758AC-1C57-4E1D-9FD1-59A8F5EA7DEE},,,2020,162212.796875,1969.70897191226
976,2021,CA,FWS,STR,SUTTER,00000955,2021/09/27 00:00:00+00,2021/09/27 00:00:00+00,2,6,1,141.5167,PAW5.  ,,{2224B586-E98B-46FD-BDD9-D0F380D3C862},,,2020,951334.56640625,3877.47649670075
977,2021,CA,USF,PNF,LONE ROCK,00001487,2021/08/06 00:00:00+00,2021/08/10 00:00:00+00,14,6,,78.31017,,,{AD8BF894-C65F-48B1-B5BC-74BE0018491D},,,2020,544566.64453125,3802.74780078718
978,2021,CA,USF,ENF,UNION,00001885,2021/01/19 00:00:00+00,2021/01/20 00:00:00+00,14,6,,20.37977,investigated but undetermined,,{C671B163-57E8-43D9-B49C-855CE695A559},,,2020,136346.03125,1581.75289226179
979,2020,CA,CDF,NEU,NELSON,00013212,2020/06/18 00:00:00+00,2020/06/23 00:00:00+00,11,1,1,109.6023,,,{38066BE5-68E5-435B-B8D7-451E38196E15},,,2020,733134.73046875,4179.74314204583
980,2020,CA,CDF,NEU,AMORUSO,00011799,2020/06/01 00:00:00+00,2020/06/04 00:00:00+00,2,1,1,685.585,,,{75ACF0A2-FBCF-4BC6-AF99-BB28865C3F95},,,2020,4578171.9140625,12399.3753905116
981,2020,CA,CDF,NEU,ATHENS,00018493,2020/08/10 00:00:00+00,2020/08/11 00:00:00+00,14,1,1,27.30048,,,{AFBF4DA8-2238-4B48-889D-29363B74DC5F},,,2020,182387.64453125,2119.19412003875
982,2020,CA,CDF,NEU,FLEMING,00007619,2020/03/31 00:00:00+00,2020/04/01 00:00:00+00,9,1,1,12.93155,,,,,,2020,86679.4453125,2029.52488137503
983,2020,CA,CDF,NEU,MELANESE,00008471,2020/04/14 00:00:00+00,2020/04/19 00:00:00+00,18,1,1,10.31596,,,{DDC3C7A0-29A9-4FD9-8FE5-92F2FE31D283},,,2020,70179.1328125,1342.74290294001
984,2020,CA,CDF,NEU,PFE,00014858,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,14,1,1,36.70193,,,{A8C33469-BE59-4B0C-BD51-28BADEE56E44},,,2020,244431.52734375,3012.19835361045
985,2020,CA,DOD,BEA,VALLEY,00015865,2020/07/15 00:00:00+00,2020/07/16 00:00:00+00,14,1,1,376.9104,,,,,,2020,2538316.87890625,9803.35036420332
986,2020,CA,CDF,NEU,WALDO,00015275,2020/07/09 00:00:00+00,2020/07/12 00:00:00+00,9,1,1,10.10221,,,{66C0B455-B9CB-4982-BB17-B7B464DE10D3},,,2020,68043.03125,1425.98634226764
987,2020,CA,CDF,NEU,WILLOW,00006064,2020/03/10 00:00:00+00,2020/03/11 00:00:00+00,5,1,1,33.97389,,,{F5DBC85A-D6B6-4376-B793-B72BD4A17DE7},,,2020,230549.78125,2477.15181547552
988,2020,CA,CDF,NEU,WILLOWS,00021423,2020/09/09 00:00:00+00,2020/10/13 00:00:00+00,7,3,1,1309.09,,,{1E4A0681-76DE-459B-B08A-EE73C0E6642B},,,2020,8877495.796875,15221.4105433282
989,2020,CA,CDF,NEU,DYER,00015012,2020/07/06 00:00:00+00,2020/07/06 00:00:00+00,8,1,1,194.6603,,,{50C96073-6229-4727-B36F-E984B6DFE8DC},,,2020,1296860.60546875,7757.24683769613
990,2020,CA,CDF,NEU,FARRIER,00016781,2020/07/24 00:00:00+00,2020/07/31 00:00:00+00,8,1,1,22.6343,,,{1EF22B25-5E25-4A03-8E2D-B3C4BC4F281A},,,2020,150787.44140625,1693.89812956216
991,2020,CA,CDF,NEU,FIELDS,00023897,2020/10/06 00:00:00+00,2020/10/09 00:00:00+00,5,1,1,55.32843,,,{26E23BDD-AC51-4715-A021-5C0F1998C21A},,,2020,373125.2734375,3143.53099864593
992,2020,CA,CDF,NEU,JONES,00019231,2020/08/17 00:00:00+00,2020/09/28 00:00:00+00,1,3,1,705.546,aka INDIAN,,{E42D5340-7F01-40FE-9791-73B8C077135F},,,2020,4770841.82421875,15226.0547698771
993,2020,CA,DOD,BEA,PAVE PAWS,00017717,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,11,1,1,532.7733,Beale Air Force Base,,,,,2020,3589054.9921875,10122.6892482165
994,2020,CA,CDF,NEU,RIOSA,00012970,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,11,1,1,13.69472,,,{9DF35003-C12B-4717-8819-DA99A4714809},,,2020,91856.8515625,1743.67087360593
995,2020,CA,CDF,BTU,NELSON,00006825,2020/06/17 00:00:00+00,2020/06/25 00:00:00+00,14,1,1,103.3316,,,{786AA15E-BE9C-4D62-B298-5452BDB5C00F},,,2020,703657.63671875,5758.36450762757
996,2020,CA,CDF,BTU,5-4 POTTERS ,00009702,2020/08/17 00:00:00+00,2020/09/10 00:00:00+00,1,1,1,925.4019,,BUTTE LIGHTNING COMPLEX,{61AA84A0-8E88-4549-B694-BF14DD6E4CD4},,00009692,2020,6307904.03515625,16613.4839078942
997,2020,CA,CDF,BTU,5-6 CASCADE CREEK,00009703,2020/08/17 00:00:00+00,2020/09/10 00:00:00+00,1,1,1,260.1756,,BUTTE LIGHTNING COMPLEX,{06181DB5-96CA-4953-B34A-7C7A52E8EE3A},,00009692,2020,1780346.8984375,7022.5749273688
998,2020,CA,CDF,BTU,TEDDY,00006891,2020/06/18 00:00:00+00,2020/06/23 00:00:00+00,14,1,1,13.27956,,,{394ABE8D-3020-47B2-9D03-0A0387418F9F},,,2020,90049.49609375,1648.63306678697
999,2020,CA,CDF,CZU,COAST,00003906,2020/06/29 00:00:00+00,2020/06/29 00:00:00+00,7,7,1,20.2083,,,{9E02079B-C8AD-491F-A246-B3104DAD326B},,,2020,128343.16015625,1702.00092173474
1000,2020,CA,CDF,CZU,CZU LIGHTNING COMPLEX,00005205,2020/08/16 00:00:00+00,2020/09/24 00:00:00+00,1,7,1,86553.46,,CZU LIGHTNING COMPLEX,{947FBFB1-EBEA-452F-9AD5-E4FC38C05068},,,2020,552318495.832031,255052.19325976
1001,2020,CA,CDF,MEU,OAK,00010700,2020/09/07 00:00:00+00,2020/09/28 00:00:00+00,9,7,1,1146.466,,,{83FF98B9-0646-426F-9775-76697BD56D39},,,2020,7799786.21875,18184.117576066
1002,2020,CA,CDF,MEU,CREEK,00009786,2020/08/18 00:00:00+00,2020/08/26 00:00:00+00,10,7,1,834.2442,,,{B15F6F4F-4EA5-4E8C-BDFF-B98E701A1593},,,2020,5727850.40234375,12821.8131524731
1003,2020,CA,CDF,MEU,3-19,00009781,2020/08/18 00:00:00+00,2020/10/21 00:00:00+00,1,4,1,65.00854,,,{CE6DF470-EA5F-403A-AE1A-2D1EA56A2E82},,,2020,439629.10546875,2611.28660931467
1004,2020,CA,CDF,MEU,VINEYARD,00006489,2020/06/09 00:00:00+00,2020/06/18 00:00:00+00,2,1,1,150.4945,,,{DB6BABC0-5EA3-4B6A-9B1A-FAE4BA6049B5},,,2020,1007057.359375,5675.64591642416
1005,2020,CA,CDF,MEU,MINA,00009342,2020/08/10 00:00:00+00,2020/08/15 00:00:00+00,4,2,1,158.8692,,,{B3DF2856-18CF-42F5-94C4-3ADCD64C923C},,,2020,1091466.07421875,5106.02978622489
1006,2020,CA,CDF,HUU,BEAR,00001401,2020/02/15 00:00:00+00,2020/02/15 00:00:00+00,5,1,1,10.47374,,,{B0CB327B-5FD4-4226-8323-8615567874A6},,,2020,73476.59375,1526.38940102701
1007,2020,CA,CDF,HUU,REDWOOD,00009006,2020/10/23 00:00:00+00,2020/10/23 00:00:00+00,2,1,1,101.4003,,,{65894432-9C22-4A9E-BA7F-B7634A264AD6},,,2020,711099.6328125,3753.85290462705
1008,2020,CA,CDF,TGU,GRIZZLY,00002412,2020/03/02 00:00:00+00,2020/03/06 00:00:00+00,14,1,1,155.273,,,{59DC8A8F-0D12-4A15-96D3-AA58073E53EF},,,2020,1064278.5625,6540.5836411781
1009,2020,CA,CDF,TGU,BEEGUM,00002023,2020/02/22 00:00:00+00,2020/02/23 00:00:00+00,18,2,1,181.4404,,,{7504C1CE-49C7-4ADD-9577-9F0413C541EF},,,2020,1264981.578125,10696.8165089719
1010,2020,CA,CDF,TGU,4-8,00008808,2020/08/17 00:00:00+00,2020/08/18 00:00:00+00,1,1,1,278.01,,,{3A16F1EC-FCAE-48AA-973B-E5567682253B},,,2020,1891689.640625,8954.96718822614
1011,2020,CA,CDF,TGU,ELK,00008702,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,1,1,1,730.4814,,,{0E5373E4-6CCB-483A-9327-A78B8766BDE4},,,2020,4982413.30859375,12016.1387165403
1012,2020,CA,CDF,TGU,RED,00004162,2020/04/23 00:00:00+00,2020/04/24 00:00:00+00,5,1,1,26.40666,,,{582BBCF1-E73A-4FAF-B0F8-BDC8FD08D6D2},,,2020,182659.89453125,2684.26888740404
1013,2020,CA,CDF,HUU,MINE,00011303,2020/12/24 00:00:00+00,2020/12/24 00:00:00+00,5,1,1,11.07413,,,{D906A77B-A95F-4A41-9686-3A29986CDCE4},,,2020,77436.8515625,1825.22881031916
1014,2020,CA,CDF,BTU,AVOCADO,00007464,2020/06/30 00:00:00+00,2020/07/11 00:00:00+00,14,1,1,137.5814,,,{254AB8F0-A997-4D53-97D7-E0161866E085},,,2020,933389.9765625,4076.50403371119
1015,2020,CA,CDF,BTU,HONCUT,00006966,2020/06/20 00:00:00+00,2020/06/22 00:00:00+00,14,1,1,88.18584,,,{96161CCD-BB2E-4A3A-A9FC-4FE8600E4766},,,2020,597747.51171875,4162.19845370167
1016,2020,CA,CDF,BTU,GRAND,00012308,2020/10/15 00:00:00+00,2020/10/20 00:00:00+00,14,1,1,31.06108, ,,{BF751D30-8E0C-40AD-96DF-972D44F9786D},,,2020,211492.52734375,3068.50147021768
1017,2020,CA,CCO,ORC,PARK FIRE,20075598,2020/07/05 00:00:00+00,2020/07/07 00:00:00+00,14,1,1,24.09784, ,,{07AA478B-F871-43AD-9C1C-301A37AEF1F1},,,2020,141579.51171875,2020.07946635197
1018,2020,CA,CDF,ORC,SILVERADO,20121364,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14,7,1,12469.21, ,,{BDE833A4-B278-4418-8526-67F2BFC7D7CD},,,2020,73125983.4492188,65362.593574509
1019,2020,CA,CDF,ORC,BLUE RIDGE,20121612,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14,7,1,13694.53, ,,{B2E115D6-E687-4E3F-8309-0EAF6530522A},,,2020,80671871.3554688,65838.8753839644
1020,2020,CA,CDF,ORC,BOND,20136890,2020/12/03 00:00:00+00,2020/12/07 00:00:00+00,14,7,1,6681.099, ,,{F7749F47-7C98-4CEC-A5DE-70DB9A9BE33F},,,2020,39200475.4257812,52771.3654774732
1021,2020,CA,CDF,BTU,CLARK,00009565,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,1,1,106.785,,,{249595A7-1485-4F40-9F49-5153B890BF17},,,2020,729464.85546875,5533.23641586558
1022,2020,CA,CDF,NEU,DULUTH,00018540,2020/08/10 00:00:00+00,2020/08/12 00:00:00+00,10,1,1,71.94994,,,{C6D5099B-6284-4487-A836-614A914BD2C6},,,2020,480239.20703125,5784.25707851993
1023,2020,CA,CDF,NEU,KARCHNER,00002117,2020/06/05 00:00:00+00,2020/06/06 00:00:00+00,2,1,1,30.02494,,,,,,2020,201532.58984375,1974.73053588705
1024,2020,CA,LRA,NEU,SIMPSON,00024660,2020/10/15 00:00:00+00,2020/10/17 00:00:00+00,14,6,1,28.57458,Yuba City Fire,,,,,2020,192491.05859375,1971.42970744968
1025,2020,CA,CDF,NEU,WATT,00012647,2020/06/11 00:00:00+00,2020/06/13 00:00:00+00,14,1,1,39.86606,,,{AD1F8E4F-3897-470C-8D17-B001E98F708E},,,2020,265518.22265625,3532.94795756148
1026,2020,CA,CDF,NEU,LOCUST,00031508,2020/12/31 00:00:00+00,2020/12/31 00:00:00+00,5,1,1,15.85951,,,,,,2020,105708.1484375,1604.873417568
1027,2020,CA,CDF,BTU,GARDEN,00005015,2020/05/06 00:00:00+00,2020/05/09 00:00:00+00,2,1,1,49.00878,,,{2A34B0E9-FB75-4058-B309-5FA75B72C475},,,2020,334118.92578125,3611.37866323512
1028,2020,CA,CDF,BTU,FEATHER,00008456,2020/07/20 00:00:00+00,2020/07/22 00:00:00+00,14,1,1,14.74074,,,{126DF5C6-1925-4788-B59E-5439D2ED2BB5},,,2020,100343.90234375,1522.43747145293
1029,2020,CA,CDF,SKU,BADGER,00005356,2020/07/18 00:00:00+00,2020/07/19 00:00:00+00,10,1,1,557.3061, ,,{5E07CF68-655D-4B9F-AD8A-6A524097F2FC},,,2020,4060376.10546875,13506.566654708
1030,2020,CA,CDF,SKU,MINER,00005595,2020/07/25 00:00:00+00,2020/07/25 00:00:00+00,14,1,1,23.13611,,,{98E5E914-BCF7-418D-8575-B1E74A65BC2A},,,2020,166418.6015625,2899.10965468715
1031,2020,CA,CDF,SKU,JENNY 2-3,00005678,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,1,1,1,14.63708,From ODF aka Jenny Creek Fed Inc# ORMED-000227,,{99AA13D0-86FC-4FD6-A3B6-8DABA5DC38B7},,,2020,107366.6484375,1594.5625382492
1032,2020,CA,CDF,SKU,SCHOOLHOUSE,00007096,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,1,1,37.06404,,,{313CC769-A5FC-4E66-8E2F-FA0DF6E24665},,,2020,269098.08984375,2367.92669461882
1033,2020,CA,CDF,SKU,TOWNSEND,00003484,2020/05/17 00:00:00+00,2020/05/17 00:00:00+00,5,1,1,13.73043,,,{A5101EBB-F951-4C67-AC2C-436EB5D0AF42},,,2020,99819.98828125,1808.09866737109
1034,2020,CA,CDF,SKU,SHACKLEFORD,00007137,2020/09/11 00:00:00+00,2020/09/11 00:00:00+00,14,1,1,37.65027,,,{A93DC8C6-E609-47B8-9217-A0C26115242B},,,2020,272468.98046875,2903.04477879321
1035,2020,CA,CDF,TCU,MOC,00009457,2020/08/20 00:00:00+00,2020/09/05 00:00:00+00,9,1,1,2857.605,Cause= Weed Eating,,{F4F886BF-83AE-426C-939B-879D997A9EC5},,,2020,18547049.6132812,24671.3481628937
1036,2020,CA,CDF,TCU,SALT,00009353,2020/08/18 00:00:00+00,2020/08/28 00:00:00+00,9,1,1,1593.732,Cause = Grinding,,{9E8E9A8D-BAC5-416B-9386-41F803BF52C3},,,2020,10403242.5664062,16443.5169626775
